#{"t_start": 1784477804.0824566, "env_id": "None"}
r,l,t
9.8,3,972.376254
9.0,11,972.41376
7.8,23,972.489273
7.3,28,972.575288
8.4,17,972.622297
8.0,21,972.682307
8.8,13,972.718813
9.8,3,972.728315
8.1,20,972.790826
9.1,10,973.139386
8.7,14,973.183394
9.5,6,973.202397
8.1,20,973.266909
9.0,11,973.301914
8.3,18,973.354424
9.0,11,973.39093
9.2,9,973.420435
7.9,22,973.488947
8.2,19,973.550457
8.3,18,973.609968
7.9,22,973.67748
8.4,17,973.728489
8.8,13,973.764495
10.0,1,973.767495
7.0,31,973.860511
9.2,9,973.888516
9.4,7,973.91052
7.7,24,974.303088
8.7,14,974.343595
9.1,10,974.374601
8.6,15,974.421609
9.1,10,974.453114
9.3,8,974.477618
7.4,27,974.558132
9.1,10,974.586637
8.0,21,974.644647
8.5,16,974.688656
7.4,27,974.763668
9.7,4,974.77467
9.2,9,974.799674
7.8,23,974.863185
9.6,5,974.877188
9.0,11,974.907693
7.9,22,974.969204
10.0,1,974.971704
9.4,7,975.300261
8.7,14,975.339268
9.6,5,975.353271
9.9,2,975.359272
9.9,2,975.364772
9.5,6,975.384776
8.4,17,975.434285
9.5,6,975.450787
9.4,7,975.470291
7.6,25,975.539303
8.7,14,975.57881
7.8,23,975.642321
7.6,25,975.725835
8.9,12,975.762841
7.7,24,975.836354
7.6,25,975.917868
9.4,7,975.937372
9.9,2,975.942873
9.4,7,975.962376
9.9,2,975.967877
9.0,11,975.998382
9.3,8,976.022387
9.3,8,976.045891
9.4,7,976.371447
7.4,27,976.44596
9.5,6,976.462463
8.3,18,976.511971
9.5,6,976.528975
8.4,17,976.579483
9.6,5,976.593486
7.8,23,976.661497
9.7,4,976.672499
7.9,22,976.73351
9.4,7,976.753013
8.9,12,976.786019
9.4,7,976.805522
8.9,12,976.839028
7.7,24,976.90554
8.5,16,976.949548
9.3,8,976.972051
7.8,23,977.043564
8.1,20,977.412128
7.4,27,977.487141
9.2,9,977.512145
8.6,15,977.553652
7.5,26,977.627165
8.6,15,977.668672
8.9,12,977.702178
9.5,6,977.719181
9.9,2,977.724682
9.5,6,977.741185
8.9,12,977.775691
8.8,13,977.811697
7.8,23,977.876208
8.2,19,977.929718
8.4,17,977.980726
9.5,6,977.997229
9.9,2,978.00273
9.3,8,978.026235
9.3,8,978.050739
7.9,22,978.11225
9.8,3,978.431805
8.7,14,978.475312
8.5,16,978.51982
7.7,24,978.585831
8.6,15,978.632339
8.4,17,978.69085
9.7,4,978.704851
8.9,12,978.741359
9.6,5,978.756361
8.4,17,978.803369
8.3,18,978.853878
9.0,11,978.886883
7.5,26,978.988401
8.8,13,979.024407
7.0,31,979.113423
8.5,16,979.160431
9.0,11,979.190937
7.5,26,979.575503
8.9,12,979.608509
9.0,11,979.639014
8.3,18,979.689023
8.2,19,979.745033
8.9,12,979.778038
-8.7,60,979.943567
9.5,6,979.96257
9.6,5,979.976573
8.3,18,980.028082
8.5,16,980.07259
8.6,15,980.121098
7.8,23,980.192111
8.9,12,980.225616
9.5,6,980.242619
9.1,10,980.582678
9.7,4,980.59368
9.6,5,980.607682
9.8,3,980.616184
9.0,11,980.647689
8.6,15,980.695698
6.8,33,980.787214
8.8,13,980.82322
7.7,24,980.889732
7.6,25,980.959243
9.7,4,980.970745
7.9,22,981.031756
8.2,19,981.089266
9.5,6,981.108269
8.6,15,981.156778
7.8,23,981.22529
9.1,10,981.253294
9.7,4,981.264796
9.6,5,981.278799
8.3,18,981.635861
9.1,10,981.663366
9.5,6,981.680369
9.5,6,981.696871
6.5,36,981.798389
8.3,18,981.850398
9.8,3,981.858899
8.4,17,981.905908
8.2,19,981.963418
8.0,21,982.024428
8.3,18,982.074437
9.9,2,982.080438
9.6,5,982.09394
7.8,23,982.157451
8.4,17,982.215961
7.5,26,982.289974
8.9,12,982.32298
9.7,4,982.334482
7.0,31,982.72655
8.6,15,982.768558
8.0,21,982.826567
8.7,14,982.865074
9.1,10,982.893079
8.3,18,982.943088
7.7,24,983.009599
8.2,19,983.069109
8.8,13,983.109117
8.6,15,983.152124
9.4,7,983.171627
9.3,8,983.193631
9.4,7,983.213634
9.3,8,983.236139
7.0,31,983.333655
9.7,4,983.346158
10.0,1,983.349658
-18.6,60,983.831242
9.1,10,983.862747
9.4,7,983.882751
8.3,18,983.93476
9.7,4,983.945762
8.6,15,983.987269
9.7,4,983.998771
7.9,22,984.066783
8.0,21,984.126793
7.9,22,984.191805
8.3,18,984.241813
8.8,13,984.277819
8.6,15,984.319327
8.4,17,984.366335
7.8,23,984.755402
9.7,4,984.766404
8.3,18,984.820413
8.7,14,984.85942
9.6,5,984.873423
8.8,13,984.91393
8.9,12,984.954437
9.3,8,984.980941
8.9,12,985.021448
7.8,23,985.092461
9.2,9,985.122466
7.9,22,985.194478
8.2,19,985.257989
9.0,11,985.292496
8.3,18,985.353506
9.9,2,985.361007
8.4,17,985.422518
7.8,23,985.49303
7.8,23,985.559542
8.9,12,985.934607
9.5,6,985.95461
9.3,8,985.982615
7.6,25,986.06563
9.4,7,986.090634
9.0,11,986.12814
8.4,17,986.18065
9.2,9,986.205654
6.1,40,986.329175
8.1,20,986.386185
9.8,3,986.395687
9.8,3,986.406189
8.3,18,986.465199
7.6,25,986.534711
8.4,17,986.594722
8.7,14,986.636229
9.5,6,986.656733
9.8,3,986.667734
7.8,23,987.074305
9.6,5,987.092308
9.5,6,987.112311
6.6,35,987.22283
8.6,15,987.269839
7.7,24,987.351353
8.7,14,987.399361
9.0,11,987.463872
9.0,11,987.500879
8.4,17,987.560389
9.1,10,987.596895
8.8,13,987.641903
8.8,13,987.690412
8.8,13,987.727918
9.2,9,987.752922
8.8,13,987.788929
8.6,15,987.829936
9.4,7,987.848939
9.9,2,987.85494
9.7,4,987.865942
8.4,17,988.25901
8.2,19,988.321021
8.2,19,988.377531
9.3,8,988.406036
7.9,22,988.478048
8.7,14,988.522057
8.0,21,988.593068
7.9,22,988.664081
8.7,14,988.713089
7.5,26,988.802604
8.8,13,988.845112
8.0,21,988.908123
9.1,10,988.940128
8.1,20,989.003639
8.5,16,989.047647
8.5,16,989.431214
7.9,22,989.499226
8.9,12,989.535232
10.0,1,989.538733
9.1,10,989.572238
9.1,10,989.605744
9.3,8,989.632248
8.8,13,989.676756
8.3,18,989.737767
9.0,11,989.772273
8.0,21,989.846286
8.8,13,989.893294
10.0,1,989.897295
8.3,18,989.952804
8.1,20,990.022816
9.8,3,990.030818
7.7,24,990.105831
8.4,17,990.16134
9.2,9,990.189845
8.6,15,990.552908
9.9,2,990.55941
9.2,9,990.587415
8.7,14,990.631422
8.8,13,990.672429
8.8,13,990.712936
7.6,25,990.79395
-23.1,60,990.982483
7.8,23,991.058496
9.3,8,991.0835
9.8,3,991.093502
7.8,23,991.169515
8.1,20,991.233026
9.3,8,991.25653
8.3,18,991.308039
9.6,5,991.324043
8.0,21,991.704608
9.4,7,991.726612
8.5,16,991.77512
7.9,22,991.846133
8.6,15,991.891641
8.1,20,991.94815
8.9,12,991.982656
7.5,26,992.055669
8.8,13,992.092675
9.8,3,992.101177
8.1,20,992.158687
8.0,21,992.218697
7.9,22,992.303712
8.0,21,992.365223
9.6,5,992.381226
7.7,24,992.767792
9.9,2,992.773794
9.3,8,992.799299
7.6,25,992.876812
7.9,22,992.945824
9.7,4,992.956825
8.6,15,993.002834
9.5,6,993.021837
9.5,6,993.04084
9.3,8,993.066845
8.3,18,993.119354
9.3,8,993.142358
-24.9,60,993.32789
8.0,21,993.394402
8.5,16,993.44341
8.6,15,993.488918
7.9,22,993.869984
8.4,17,993.923493
8.8,13,993.9645
7.3,28,994.056016
8.6,15,994.104024
9.5,6,994.123028
9.0,11,994.160034
8.5,16,994.206543
9.2,9,994.231047
8.6,15,994.272554
7.9,22,994.333064
8.7,14,994.372071
9.4,7,994.391574
8.1,20,994.454085
9.7,4,994.466588
9.2,9,994.496093
9.0,11,994.533099
9.2,9,994.565104
8.6,15,994.614113
8.8,13,994.971175
8.9,12,995.009181
9.1,10,995.040687
9.4,7,995.062705
9.4,7,995.084709
8.0,21,995.14772
9.5,6,995.164722
8.1,20,995.220232
8.5,16,995.265741
9.8,3,995.274242
8.7,14,995.313749
8.8,13,995.349756
9.9,2,995.355756
7.5,26,995.428268
8.4,17,995.475777
9.5,6,995.492279
9.4,7,995.512283
9.0,11,995.542789
7.6,25,995.615802
7.8,23,995.679813
7.8,23,996.063378
8.6,15,996.104887
9.6,5,996.118889
9.7,4,996.13039
9.2,9,996.155895
8.8,13,996.193901
9.9,2,996.199402
9.6,5,996.238909
8.4,17,996.287417
8.6,15,996.335927
9.0,11,996.366931
9.7,4,996.377933
7.1,30,996.468949
9.6,5,996.482951
8.7,14,996.525959
8.4,17,996.576967
9.7,4,996.58847
8.7,14,996.627977
9.6,5,996.643479
7.9,22,996.70499
7.8,23,996.772002
9.8,3,996.781004
9.8,3,996.789506
9.3,8,997.123563
9.2,9,997.148567
9.9,2,997.154568
9.1,10,997.182074
8.6,15,997.225081
9.2,9,997.252085
9.9,2,997.259086
9.1,10,997.291093
8.9,12,997.332098
9.2,9,997.363605
8.6,15,997.411112
7.6,25,997.489126
9.4,7,997.509129
8.3,18,997.562639
9.7,4,997.575141
7.9,22,997.642653
8.9,12,997.676158
8.5,16,997.721166
9.0,11,997.755672
9.6,5,997.769675
8.8,13,997.805682
10.0,1,997.808682
9.8,3,997.817184
8.1,20,997.873193
9.5,6,998.20025
8.9,12,998.234256
8.6,15,998.276263
8.7,14,998.315269
7.8,23,998.379281
8.0,21,998.441291
9.0,11,998.471796
7.7,24,998.540308
9.3,8,998.562312
9.3,8,998.587818
10.0,1,998.590818
9.3,8,998.613821
9.9,2,998.619322
9.7,4,998.630824
9.4,7,998.650327
8.7,14,998.690336
9.4,7,998.709838
8.9,12,998.743345
7.9,22,998.807354
7.9,22,998.871366
8.7,14,998.910372
8.0,21,999.276936
9.3,8,999.304441
9.4,7,999.326945
8.3,18,999.378954
8.1,20,999.439965
9.7,4,999.450966
9.4,7,999.470471
7.3,28,999.548484
8.2,19,999.600993
8.7,14,999.64
9.5,6,999.659503
8.7,14,999.69901
7.9,22,999.76052
8.8,13,999.797528
9.3,8,999.819531
8.0,21,999.884542
7.9,22,999.946052
9.1,10,1000.282111
7.3,28,1000.360625
8.8,13,1000.397132
8.9,12,1000.432638
8.2,19,1000.485646
8.3,18,1000.536655
8.0,21,1000.607668
8.1,20,1000.67068
9.6,5,1000.684682
9.3,8,1000.707186
7.7,24,1000.775198
9.2,9,1000.800202
8.5,16,1000.845209
8.3,18,1000.895218
9.1,10,1000.926723
8.9,12,1000.963229
9.7,4,1000.974732
8.6,15,1001.323291
9.0,11,1001.356298
9.3,8,1001.378302
7.6,25,1001.448314
8.3,18,1001.498822
7.2,29,1001.579836
8.4,17,1001.627345
6.6,35,1001.724862
9.3,8,1001.750867
8.4,17,1001.803375
7.7,24,1001.872388
8.3,18,1001.925896
8.9,12,1001.959403
9.2,9,1001.984407
8.3,18,1002.034915
7.2,29,1002.424483
8.2,19,1002.480492
7.7,24,1002.548005
9.9,2,1002.553506
8.7,14,1002.592513
8.5,16,1002.640521
9.6,5,1002.654524
9.7,4,1002.665525
7.7,24,1002.735037
9.5,6,1002.75154
8.6,15,1002.794048
9.3,8,1002.816552
8.6,15,1002.858559
8.8,13,1002.894565
9.4,7,1002.914068
8.0,21,1002.972579
9.3,8,1002.995083
7.8,23,1003.059093
7.6,25,1003.437159
7.8,23,1003.507671
7.8,23,1003.571683
9.5,6,1003.588686
8.3,18,1003.638694
7.5,26,1003.720208
8.5,16,1003.769217
9.0,11,1003.803223
7.9,22,1003.869234
8.1,20,1003.928243
8.5,16,1003.977752
8.9,12,1004.01526
8.0,21,1004.07327
9.8,3,1004.081771
8.1,20,1004.140281
9.7,4,1004.459837
9.5,6,1004.47784
8.5,16,1004.547351
8.1,20,1004.608362
7.8,23,1004.677374
8.6,15,1004.720882
7.3,28,1004.803396
8.6,15,1004.847404
8.9,12,1004.88091
8.3,18,1004.934418
9.6,5,1004.948421
8.7,14,1004.988929
9.6,5,1005.00293
9.4,7,1005.022434
9.3,8,1005.047938
8.5,16,1005.099447
8.6,15,1005.147455
7.6,25,1005.220469
8.0,21,1005.62904
8.0,21,1005.692051
9.0,11,1005.726556
9.0,11,1005.760063
8.2,19,1005.814071
8.2,19,1005.86908
9.8,3,1005.877582
8.1,20,1005.937092
8.0,21,1006.002604
8.7,14,1006.04161
9.3,8,1006.068115
9.5,6,1006.089119
9.1,10,1006.120624
8.4,17,1006.176634
8.9,12,1006.21264
7.4,27,1006.300155
7.2,29,1006.736731
9.5,6,1006.758235
8.1,20,1006.825747
9.2,9,1006.855252
8.3,18,1006.917263
5.9,42,1007.055786
9.3,8,1007.078291
8.4,17,1007.125299
6.9,32,1007.227816
9.9,2,1007.235318
8.2,19,1007.290328
9.0,11,1007.321333
5.7,44,1007.466357
8.9,12,1007.499364
8.3,18,1007.891432
9.6,5,1007.909935
7.9,22,1007.976446
9.3,8,1008.002451
8.8,13,1008.048959
9.1,10,1008.076965
8.5,16,1008.121471
7.5,26,1008.203986
8.4,17,1008.261996
7.7,24,1008.333008
8.7,14,1008.372515
9.5,6,1008.392018
9.0,11,1008.429025
9.5,6,1008.450028
7.8,23,1008.525542
7.9,22,1008.593553
7.7,24,1008.660065
8.4,17,1009.050133
9.5,6,1009.068635
9.1,10,1009.103142
7.4,27,1009.198658
7.4,27,1009.280174
7.9,22,1009.351685
9.8,3,1009.360187
9.8,3,1009.368689
8.5,16,1009.416696
9.7,4,1009.427698
8.3,18,1009.478207
8.0,21,1009.55172
7.8,23,1009.629233
9.0,11,1009.667241
9.6,5,1009.681243
7.9,22,1009.743253
8.5,16,1009.796263
8.9,12,1010.167327
9.3,8,1010.19133
-6.0,60,1010.382364
8.6,15,1010.431372
7.5,26,1010.516888
9.4,7,1010.537391
8.1,20,1010.599402
7.7,24,1010.668914
8.8,13,1010.70792
8.6,15,1010.754929
9.1,10,1010.786434
8.8,13,1010.827441
9.1,10,1010.858947
8.6,15,1010.909956
7.8,23,1011.295522
9.4,7,1011.319527
8.0,21,1011.389539
10.0,1,1011.393039
8.3,18,1011.449049
9.1,10,1011.479054
9.5,6,1011.498058
8.4,17,1011.553567
8.9,12,1011.591074
7.7,24,1011.660586
6.7,34,1011.758602
9.8,3,1011.767104
8.6,15,1011.809611
9.0,11,1011.844618
9.3,8,1011.869622
8.4,17,1011.923131
6.7,34,1012.02865
8.5,16,1012.396713
8.9,12,1012.43522
9.1,10,1012.465226
8.0,21,1012.527236
8.3,18,1012.583746
8.7,14,1012.626253
8.8,13,1012.66676
7.6,25,1012.741773
8.5,16,1012.787781
9.2,9,1012.815787
9.9,2,1012.821788
7.7,24,1012.900801
8.9,12,1012.936308
9.1,10,1012.963813
7.6,25,1013.037325
8.4,17,1013.115338
8.3,18,1013.169347
8.5,16,1013.541412
9.3,8,1013.567917
8.3,18,1013.623926
7.6,25,1013.69494
8.2,19,1013.750948
7.0,31,1013.844465
7.7,24,1013.923478
8.0,21,1013.99099
9.1,10,1014.024496
9.5,6,1014.044499
9.7,4,1014.057502
9.9,2,1014.063503
8.3,18,1014.119012
8.8,13,1014.161021
7.3,28,1014.247535
8.0,21,1014.632601
9.4,7,1014.657606
8.6,15,1014.706115
8.0,21,1014.774626
9.3,8,1014.80013
9.5,6,1014.819133
9.0,11,1014.85314
9.7,4,1014.865641
9.4,7,1014.888646
9.3,8,1014.91415
8.6,15,1014.960659
8.8,13,1015.001165
7.9,22,1015.071178
7.4,27,1015.156193
7.3,28,1015.239707
7.8,23,1015.31372
9.5,6,1015.332723
9.2,9,1015.359228
9.9,2,1015.365729
9.3,8,1015.390733
7.0,31,1015.794804
8.4,17,1015.841812
9.4,7,1015.861315
10.0,1,1015.864315
9.2,9,1015.889819
9.5,6,1015.910323
9.9,2,1015.915824
9.4,7,1015.935327
8.5,16,1015.983335
9.8,3,1015.991838
8.8,13,1016.028344
9.3,8,1016.053848
7.7,24,1016.130862
8.8,13,1016.173869
8.1,20,1016.229379
8.0,21,1016.288389
9.6,5,1016.302391
9.8,3,1016.311393
9.7,4,1016.322896
7.7,24,1016.389907
9.0,11,1016.420913
9.9,2,1016.426913
8.1,20,1016.482424
8.4,17,1016.848486
7.7,24,1016.920498
7.9,22,1016.98701
7.8,23,1017.057522
8.6,15,1017.10203
7.9,22,1017.166042
8.4,17,1017.213549
9.7,4,1017.225051
8.1,20,1017.280562
8.6,15,1017.322569
9.4,7,1017.342072
7.9,22,1017.406583
9.0,11,1017.443089
9.8,3,1017.453591
9.5,6,1017.474595
8.9,12,1017.508601
8.2,19,1017.868663
9.3,8,1017.891168
8.9,12,1017.924674
7.2,29,1018.005687
8.8,13,1018.042194
7.7,24,1018.108706
7.7,24,1018.178718
9.7,4,1018.19022
4.7,45,1018.315241
9.2,9,1018.340245
7.6,25,1018.413257
8.3,18,1018.463266
9.0,11,1018.497272
7.9,22,1018.558283
8.6,15,1018.910344
8.6,15,1018.955351
9.6,5,1018.969355
8.6,15,1019.010862
9.7,4,1019.022364
7.9,22,1019.083375
8.4,17,1019.140884
8.2,19,1019.197394
8.6,15,1019.241901
8.1,20,1019.299412
9.1,10,1019.327417
8.4,17,1019.375425
7.2,29,1019.45944
8.5,16,1019.503947
7.7,24,1019.571459
7.7,24,1019.949024
9.4,7,1019.968527
9.2,9,1019.994532
8.2,19,1020.048541
8.7,14,1020.087049
8.2,19,1020.139558
9.3,8,1020.162062
8.3,18,1020.21207
9.0,11,1020.243076
9.7,4,1020.254577
7.8,23,1020.320588
9.1,10,1020.348593
7.6,25,1020.418606
8.8,13,1020.457113
8.1,20,1020.514622
8.5,16,1020.561131
8.4,17,1020.61014
8.6,15,1020.651646
8.9,12,1020.999207
8.2,19,1021.051716
9.0,11,1021.082222
8.7,14,1021.121228
8.3,18,1021.171236
7.7,24,1021.242249
6.7,34,1021.336765
8.6,15,1021.383274
8.2,19,1021.436283
7.8,23,1021.528799
7.4,27,1021.613314
9.0,11,1021.644319
8.7,14,1021.683326
7.8,23,1022.055389
7.6,25,1022.125403
9.3,8,1022.148407
9.1,10,1022.176412
9.2,9,1022.205416
9.6,5,1022.220918
8.5,16,1022.272928
9.5,6,1022.293431
6.5,27,1022.375945
9.5,6,1022.395449
8.4,17,1022.448958
8.1,20,1022.508969
7.8,23,1022.57348
8.0,21,1022.638491
7.4,27,1022.716005
8.6,15,1022.761513
9.0,11,1022.792519
8.8,13,1023.135578
8.0,21,1023.194087
9.2,9,1023.221092
8.9,12,1023.260098
9.0,11,1023.291605
9.3,8,1023.314109
8.5,16,1023.359616
9.0,11,1023.393122
9.2,9,1023.418127
7.0,31,1023.510143
9.6,5,1023.524646
8.3,18,1023.574154
8.6,15,1023.618162
8.4,17,1023.66567
7.9,22,1023.730181
9.4,7,1023.750185
8.0,21,1023.810194
9.9,2,1023.816695
8.8,13,1023.853203
8.0,21,1024.220266
9.3,8,1024.242769
9.2,9,1024.267775
8.4,17,1024.315283
8.1,20,1024.372793
8.7,14,1024.411799
9.8,3,1024.420301
9.5,6,1024.437303
7.9,22,1024.502315
7.1,30,1024.58583
8.6,15,1024.627837
9.3,8,1024.65184
8.3,18,1024.706851
6.6,35,1024.804367
8.2,19,1024.860877
8.6,15,1025.207938
9.4,7,1025.228941
7.9,22,1025.290452
8.0,21,1025.348962
8.2,19,1025.404471
7.6,25,1025.476985
9.3,8,1025.502488
8.6,15,1025.555997
7.7,24,1025.634011
8.1,20,1025.693021
8.2,19,1025.749032
9.8,3,1025.758532
8.8,13,1025.804541
7.4,27,1025.900557
7.3,28,1025.993573
9.9,2,1026.000575
8.0,21,1026.398144
8.3,18,1026.457154
7.2,29,1026.559171
4.6,55,1026.727701
7.6,25,1026.813215
9.6,5,1026.828218
7.9,22,1026.902231
9.0,11,1026.936238
7.9,22,1026.998248
8.3,18,1027.061259
9.6,5,1027.077261
7.5,26,1027.159775
9.6,5,1027.512337
8.9,12,1027.551343
9.3,8,1027.580348
9.0,11,1027.619355
9.5,6,1027.638859
7.8,23,1027.70237
9.3,8,1027.724874
9.5,6,1027.742377
9.0,11,1027.778383
8.6,15,1027.828391
9.1,10,1027.855897
8.6,15,1027.906405
8.3,18,1027.962415
9.4,7,1027.981918
7.1,30,1028.082936
8.2,19,1028.142446
8.5,16,1028.186955
7.7,24,1028.259466
8.9,12,1028.297973
8.5,16,1028.68104
8.7,14,1028.728548
8.2,19,1028.793059
8.5,16,1028.843068
8.2,19,1028.895576
8.3,18,1028.957088
9.0,11,1028.990593
9.8,3,1028.999094
9.2,9,1029.0261
8.9,12,1029.067107
9.1,10,1029.100612
8.2,19,1029.166124
9.8,3,1029.177126
9.1,10,1029.208631
8.9,12,1029.246138
9.1,10,1029.274143
8.5,16,1029.328652
8.1,20,1029.395164
7.3,28,1029.825238
8.2,19,1029.893251
8.1,20,1029.956261
9.7,4,1029.968763
9.1,10,1030.003769
9.7,4,1030.014771
8.4,17,1030.06528
9.6,5,1030.081283
7.8,23,1030.160797
8.2,19,1030.244312
8.0,21,1030.305821
8.1,20,1030.361331
7.4,27,1030.440845
9.0,11,1030.481852
9.0,11,1030.512858
9.0,11,1030.547364
9.0,11,1030.578869
9.7,4,1030.58987
8.3,18,1030.976438
9.0,11,1031.007444
9.1,10,1031.036949
8.9,12,1031.074455
8.9,12,1031.113462
8.4,17,1031.167971
7.4,27,1031.250486
9.0,11,1031.281492
7.8,23,1031.349504
7.6,25,1031.445519
8.6,15,1031.494028
8.3,18,1031.552038
8.9,12,1031.589544
8.5,16,1031.641053
9.1,10,1031.67256
8.6,15,1031.714566
9.3,8,1031.739071
8.8,13,1032.098133
8.7,14,1032.14264
9.8,3,1032.152142
8.9,12,1032.19015
6.7,34,1032.294667
9.4,7,1032.317171
7.6,25,1032.394185
9.7,4,1032.405686
8.4,17,1032.456695
8.7,14,1032.501703
9.0,11,1032.537709
8.5,16,1032.588718
8.1,20,1032.648729
8.9,12,1032.686235
8.9,12,1032.72074
7.4,27,1032.796254
8.3,18,1032.846263
8.0,21,1033.221328
8.0,21,1033.286839
9.1,10,1033.318344
7.0,31,1033.418361
8.4,17,1033.465371
7.8,23,1033.535919
8.7,14,1033.58189
8.1,20,1033.648902
7.6,25,1033.729916
9.6,5,1033.744918
9.6,5,1033.759421
7.2,29,1033.851437
9.0,11,1033.885943
9.7,4,1033.898445
9.1,10,1033.927451
8.0,21,1034.307516
9.2,9,1034.337022
9.4,7,1034.358025
9.3,8,1034.385029
9.5,6,1034.402034
8.1,20,1034.463043
8.8,13,1034.50355
9.3,8,1034.529055
8.1,20,1034.588065
8.5,16,1034.638074
7.7,24,1034.716087
9.6,5,1034.73359
8.8,13,1034.774596
9.9,2,1034.781098
6.7,34,1034.887617
9.3,8,1034.911621
10.0,1,1034.915122
9.6,5,1034.933125
9.8,3,1034.944126
9.7,4,1034.957629
7.4,27,1035.039644
7.4,27,1035.436712
8.7,14,1035.47672
8.4,17,1035.528728
9.9,2,1035.53623
8.5,16,1035.585239
8.5,16,1035.635247
7.9,22,1035.706759
9.5,6,1035.725762
9.9,2,1035.732264
9.9,2,1035.738765
9.0,11,1035.77327
8.7,14,1035.818779
8.7,14,1035.857286
8.2,19,1035.912295
4.5,47,1036.05782
9.9,2,1036.064321
7.4,27,1036.145835
8.1,20,1036.507899
8.1,20,1036.568409
8.9,12,1036.601915
9.2,9,1036.627919
8.9,12,1036.669426
8.1,20,1036.724935
9.1,10,1036.75294
8.9,12,1036.791447
8.2,19,1036.848458
7.6,25,1036.919969
8.7,14,1036.958977
9.1,10,1036.986982
9.7,4,1036.997984
9.8,3,1037.006985
8.2,19,1037.059994
8.2,19,1037.113503
8.3,18,1037.167513
8.3,18,1037.217522
9.7,4,1037.230023
9.5,6,1037.557581
9.2,9,1037.583085
7.6,25,1037.652596
9.6,5,1037.666599
9.8,3,1037.6751
9.4,7,1037.694604
8.6,15,1037.736111
-10.3,51,1037.878136
10.0,1,1037.881136
9.0,11,1037.912643
9.7,4,1037.924144
9.6,5,1037.938146
9.5,6,1037.95465
9.9,2,1037.960651
8.7,14,1037.999658
9.4,7,1038.01916
9.2,9,1038.044164
8.9,12,1038.077171
9.2,9,1038.102674
8.1,20,1038.158184
9.1,10,1038.18619
8.2,19,1038.239698
8.2,19,1038.599262
9.2,9,1038.624266
8.3,18,1038.676274
8.3,18,1038.729784
9.8,3,1038.738286
8.2,19,1038.791295
9.5,6,1038.832802
9.5,6,1038.850306
8.4,17,1038.898313
8.4,17,1038.946322
9.0,11,1038.976826
9.5,6,1038.993829
9.0,11,1039.027835
7.8,23,1039.093347
8.8,13,1039.129354
7.9,22,1039.190864
9.6,5,1039.204867
7.6,25,1039.279879
8.1,20,1039.641941
8.1,20,1039.698452
9.5,6,1039.715454
6.5,36,1039.820974
9.6,5,1039.834975
8.2,19,1039.887984
7.7,24,1039.964498
8.0,21,1040.028009
8.6,15,1040.073516
9.0,11,1040.104522
8.5,16,1040.14853
9.4,7,1040.168534
9.7,4,1040.180036
9.2,9,1040.205539
8.6,15,1040.248047
9.0,11,1040.279053
9.7,4,1040.290555
9.4,7,1040.310559
9.5,6,1040.328061
8.0,21,1040.700126
9.6,5,1040.714628
8.6,15,1040.760137
8.5,16,1040.804643
7.6,25,1040.874656
9.7,4,1040.885658
9.1,10,1040.913663
7.4,27,1040.989676
8.3,18,1041.040184
8.8,13,1041.078192
8.4,17,1041.125699
9.6,5,1041.140203
7.9,22,1041.203213
9.0,11,1041.234718
9.3,8,1041.258223
9.4,7,1041.278726
8.5,16,1041.324234
8.5,16,1041.369242
8.4,17,1041.724304
8.2,19,1041.778814
8.3,18,1041.836349
8.4,17,1041.885831
8.6,15,1041.93334
9.7,4,1041.946342
8.1,20,1042.005353
9.2,9,1042.030356
9.5,6,1042.04736
9.1,10,1042.075365
9.5,6,1042.091867
9.7,4,1042.10337
7.5,26,1042.175381
8.6,15,1042.21689
9.0,11,1042.251395
9.0,11,1042.282401
8.2,19,1042.33891
8.2,19,1042.398921
8.7,14,1042.438427
8.2,19,1042.804992
9.2,9,1042.830495
9.9,2,1042.835996
9.2,9,1042.868002
8.1,20,1042.927013
7.9,22,1042.990023
7.9,22,1043.051534
5.4,29,1043.139049
7.9,22,1043.20206
7.8,23,1043.267072
8.5,16,1043.312079
9.6,5,1043.326081
7.8,23,1043.392593
9.7,4,1043.404096
8.4,17,1043.451604
8.0,21,1043.514115
9.9,2,1043.520116
9.3,8,1043.850173
9.5,6,1043.868175
8.1,20,1043.927686
8.8,13,1043.967193
8.0,21,1044.027204
9.8,3,1044.035705
8.6,15,1044.077212
8.0,21,1044.135723
9.4,7,1044.155726
8.7,14,1044.198232
8.1,20,1044.253743
9.1,10,1044.282248
9.9,2,1044.288249
7.7,24,1044.363262
8.5,16,1044.411271
9.2,9,1044.436275
9.0,11,1044.466779
9.5,6,1044.485283
9.1,10,1044.513288
7.9,22,1044.574298
8.1,20,1044.940361
9.4,7,1044.960366
9.1,10,1044.988371
7.6,25,1045.063384
8.3,18,1045.113393
9.2,9,1045.138397
9.3,8,1045.160401
8.0,21,1045.218911
8.1,20,1045.27492
9.5,6,1045.292423
9.5,6,1045.310427
7.6,25,1045.385439
9.1,10,1045.414444
8.4,17,1045.461952
-11.4,60,1045.948537
8.5,16,1045.995545
7.9,22,1046.063556
8.9,12,1046.106064
7.8,23,1046.183578
9.5,6,1046.205081
8.8,13,1046.248089
9.0,11,1046.287095
7.7,24,1046.364109
8.7,14,1046.409116
7.6,25,1046.479129
6.9,32,1046.573644
9.0,11,1046.611151
8.7,14,1046.656659
9.3,8,1046.683164
8.6,15,1046.729673
8.1,20,1047.129741
9.2,9,1047.159747
