#{"t_start": 1784477804.0824566, "env_id": "None"}
r,l,t
-6.0,60,274.594703
-6.0,60,275.09329
-6.0,60,275.286824
-6.0,60,275.471356
-6.0,60,275.661389
-6.0,60,276.157474
-6.0,60,276.345007
-6.0,60,276.549543
-6.0,60,276.750078
-6.9,60,276.952113
-6.0,60,277.4572
-6.9,60,277.62773
-6.0,60,277.808762
-8.7,60,277.995794
-6.0,60,278.487879
-6.0,60,278.654408
-6.0,60,278.827438
-6.0,60,279.000468
-6.0,60,279.478051
-6.0,60,279.64608
-6.0,60,279.831112
-6.0,60,279.999642
-6.9,60,280.470723
-6.0,60,280.647754
-6.0,60,280.817784
-7.8,60,280.985312
9.9,2,280.992814
9.9,2,280.998815
-6.0,60,281.167344
-6.0,60,281.668432
-6.0,60,281.856464
-6.0,60,282.042996
-6.0,60,282.248033
-6.0,60,282.726615
-6.0,60,282.896144
6.4,37,283.007164
-6.0,60,283.179693
-6.0,60,283.665278
-6.0,60,283.846809
-6.0,60,284.02184
-6.0,60,284.193869
9.6,5,284.209372
-6.0,60,284.377902
-6.0,60,284.845983
9.9,2,284.853484
-6.9,60,285.029515
-6.0,60,285.203545
-6.0,60,285.374074
-6.0,60,285.843156
-6.0,60,286.04169
7.2,29,286.129705
-6.0,60,286.309237
-6.0,60,286.497769
-8.7,60,286.979353
-6.0,60,287.160884
-6.0,60,287.344916
-6.0,60,287.522947
-6.0,60,287.993029
-6.0,60,288.17206
-6.0,60,288.352591
-6.0,60,288.556126
-6.0,60,289.065215
-6.0,60,289.253748
-6.0,60,289.444281
-6.0,60,289.636814
-6.0,60,290.136401
-6.0,60,290.328934
9.5,6,290.348938
-6.0,60,290.534971
-6.0,60,290.759509
-6.0,60,290.946041
-6.0,60,291.447628
-6.0,60,291.652164
4.8,53,291.829694
-6.9,60,292.015727
-6.0,60,292.516814
-6.0,60,292.704847
-11.4,60,292.880377
9.0,11,292.912382
-6.9,60,293.081912
-6.0,60,293.581499
-6.9,60,293.778033
-11.4,60,293.969066
-6.0,60,294.151098
-6.0,60,294.634181
-7.8,60,294.810712
-6.0,60,294.985743
-6.0,60,295.175775
-6.0,60,295.358807
5.0,51,295.819887
-8.7,60,296.003419
-6.0,60,296.18395
-6.0,60,296.358481
-9.6,60,296.848566
-6.0,60,297.035098
-6.0,60,297.223631
9.5,6,297.242134
-6.0,60,297.431167
-6.0,60,297.922252
-6.0,60,298.102783
-11.4,60,298.290316
-9.6,60,298.477848
-6.9,60,298.65888
-6.0,60,299.128962
-6.0,60,299.324495
-6.0,60,299.504527
-6.0,60,299.690059
-6.0,60,300.170142
3.9,44,300.303165
-6.0,60,300.484697
-6.0,60,300.657727
-6.0,60,301.132309
-6.0,60,301.31334
-6.0,60,301.494872
-6.0,60,301.670402
-6.0,60,301.851434
5.8,43,302.269506
-6.9,60,302.439036
-6.0,60,302.608065
-6.0,60,302.784596
-6.0,60,303.249677
-6.0,60,303.428708
-6.0,60,303.600238
-6.9,60,303.771767
-6.0,60,304.232847
-6.9,60,304.408378
-6.0,60,304.577907
-6.0,60,304.752437
-6.0,60,304.920967
-6.0,60,305.40055
-6.0,60,305.570079
-6.0,60,305.74261
-6.0,60,305.914639
8.5,16,305.961147
-6.0,60,306.43873
-6.0,60,306.60926
6.5,36,306.716779
-6.0,60,306.886308
-6.0,60,307.353389
-6.0,60,307.552923
-17.7,60,307.737456
-6.0,60,307.918987
-6.0,60,308.092017
-6.0,60,308.567099
-6.0,60,308.762133
-6.9,60,308.959667
-6.0,60,309.152201
-6.0,60,309.66679
-6.0,60,309.860824
9.9,2,309.868825
9.0,11,309.899831
-6.9,60,310.085363
-8.7,60,310.278897
-10.5,60,310.773483
-7.8,60,310.961515
-6.0,60,311.156549
8.0,21,311.229562
-6.0,60,311.427596
5.1,50,311.891676
-6.0,60,312.101213
-6.0,60,312.31475
-6.0,60,312.526787
-6.0,60,313.014371
8.9,12,313.051878
-6.0,60,313.255413
-6.0,60,313.439445
-6.9,60,313.622477
4.5,56,314.103061
8.6,15,314.153569
-7.8,60,314.340101
-6.0,60,314.519632
-6.0,60,314.708166
-6.0,60,315.19575
-6.0,60,315.373781
-6.0,60,315.557313
-8.7,60,315.740844
-6.0,60,315.920376
-6.0,60,316.432965
9.2,9,316.459969
7.7,24,316.527981
-8.7,60,316.724015
-7.8,60,316.910048
-6.0,60,317.388631
-7.8,60,317.575663
-6.0,60,317.761195
-6.0,60,317.940226
-6.0,60,318.119757
9.8,3,318.13176
-6.0,60,318.618344
-6.0,60,318.798875
6.2,39,318.915395
-6.0,60,319.082925
9.8,3,319.092926
-6.0,60,319.564508
6.5,36,319.670527
-6.0,60,319.841056
-6.0,60,320.012086
-6.0,60,320.184616
-6.9,60,320.654197
5.9,42,320.775219
-6.0,60,320.944748
-6.0,60,321.127779
-6.0,60,321.585359
9.2,9,321.616864
-6.0,60,321.807898
-6.9,60,321.980428
-6.9,60,322.148456
-6.0,60,322.329488
9.4,7,322.641042
-6.9,60,322.828575
-8.7,60,323.011606
-6.0,60,323.182636
-6.0,60,323.359667
-6.0,60,323.83675
-6.0,60,324.005779
7.3,28,324.089293
-6.9,60,324.258322
-6.0,60,324.755409
-6.0,60,324.923938
-6.0,60,325.093968
-6.0,60,325.265998
5.0,51,325.412023
-6.0,60,325.887105
-6.0,60,326.057635
4.5,56,326.217663
-6.0,60,326.395194
-6.0,60,326.859274
-6.0,60,327.032804
-6.0,60,327.201834
9.1,10,327.233839
9.8,3,327.242341
-6.0,60,327.41337
-6.0,60,327.886452
-6.0,60,328.064983
-6.9,60,328.236013
-6.0,60,328.415544
5.7,44,328.541066
-6.0,60,329.034152
-6.9,60,329.221684
9.8,3,329.232186
-21.3,60,329.405716
-6.0,60,329.574245
-6.0,60,330.090335
-6.9,60,330.282368
-6.0,60,330.478902
-17.7,60,330.669435
-6.0,60,331.176024
-6.0,60,331.373558
-6.0,60,331.567091
-6.0,60,331.764125
-6.0,60,331.955659
-6.0,60,332.467247
-6.0,60,332.661781
-6.9,60,332.869817
8.9,12,332.909324
-6.0,60,333.096357
-6.0,60,333.600944
4.9,52,333.777475
-6.9,60,333.971008
-6.0,60,334.157541
-6.0,60,334.655627
8.7,14,334.704136
-6.0,60,334.879666
-6.0,60,335.066199
4.1,51,335.214224
7.8,23,335.281736
-6.0,60,335.76582
-6.0,60,335.955353
-6.0,60,336.145386
-6.0,60,336.34042
-6.0,60,336.833005
8.7,14,336.880013
-6.0,60,337.073047
-6.0,60,337.269081
-6.0,60,337.458113
-6.0,60,337.9567
-15.9,60,338.138731
9.9,2,338.146733
-6.0,60,338.317763
-6.0,60,338.505296
-6.0,60,338.997381
-6.0,60,339.197415
-6.0,60,339.39245
-10.5,60,339.575481
9.3,8,339.604486
-7.8,60,340.108574
-6.0,60,340.288105
-6.0,60,340.464135
-6.0,60,340.631664
-6.0,60,340.804194
-6.0,60,341.274776
-6.0,60,341.451307
-6.0,60,341.654342
-6.0,60,341.830373
-6.0,60,342.319458
-6.0,60,342.502489
-6.0,60,342.676519
9.1,10,342.708025
-6.0,60,342.884556
-6.0,60,343.37264
-6.0,60,343.554672
-6.0,60,343.726701
-7.8,60,343.900232
-6.9,60,344.381815
-6.0,60,344.573348
-6.0,60,344.764881
9.6,5,344.782885
-6.0,60,344.964416
-6.0,60,345.151449
9.2,9,345.50301
7.6,25,345.577023
6.4,37,345.688542
-6.0,60,345.862572
-6.0,60,346.031101
-6.0,60,346.203131
-6.0,60,346.681214
-6.0,60,346.852743
-6.0,60,347.029275
-6.0,60,347.202305
-6.0,60,347.673887
6.4,37,347.781905
-6.0,60,347.958436
-6.0,60,348.126465
9.1,10,348.15597
-6.0,60,348.624552
8.1,20,348.687562
-6.9,60,348.867594
8.9,12,348.9026
4.7,54,349.053626
8.1,20,349.109636
-6.0,60,349.285666
-6.0,60,349.779752
-8.7,60,349.984288
-6.0,60,350.185822
-6.0,60,350.378856
9.0,11,350.416363
-6.0,60,350.914949
-6.0,60,351.130986
-6.0,60,351.316019
-6.0,60,351.508052
-8.7,60,351.995136
-6.0,60,352.173167
-6.0,60,352.364201
-10.5,60,352.548733
-7.8,60,352.728264
-6.0,60,353.22535
-6.0,60,353.420884
5.2,49,353.567409
-7.8,60,353.751941
7.6,25,353.830455
-6.0,60,354.317039
-6.0,60,354.486569
-6.0,60,354.676102
-6.0,60,354.858634
-6.0,60,355.347218
-6.9,60,355.53025
-6.9,60,355.716282
4.8,53,355.884311
8.8,13,355.920318
-6.0,60,356.398401
-6.0,60,356.580932
-6.0,60,356.759964
8.2,19,356.818974
-19.5,60,356.995504
-6.0,60,357.49059
-6.0,60,357.666121
-11.4,60,357.853153
-6.0,60,358.027683
-6.0,60,358.509767
-6.0,60,358.722804
-6.0,60,358.903336
9.3,8,358.934341
-6.0,60,359.116372
-6.0,60,359.614959
-6.9,60,359.808492
-9.6,60,359.995025
-6.0,60,360.169055
6.0,32,360.260571
-6.0,60,360.738154
-6.0,60,360.911184
9.4,7,360.932688
-6.9,60,361.104717
-6.0,60,361.280748
-6.0,60,361.75283
-6.0,60,361.931861
-6.0,60,362.10039
-6.0,60,362.268919
-6.0,60,362.738501
-6.0,60,362.926534
-6.0,60,363.096563
8.9,12,363.131569
-6.0,60,363.314601
-6.0,60,363.48413
-6.0,60,363.963213
-6.0,60,364.146245
-6.0,60,364.322276
-6.0,60,364.498806
-6.0,60,364.972389
-6.0,60,365.146919
-6.0,60,365.319949
-6.0,60,365.489979
4.9,52,365.935556
-6.0,60,366.110086
-6.0,60,366.285116
-6.0,60,366.460147
-6.0,60,366.952232
-6.0,60,367.129263
-6.0,60,367.311795
-6.0,60,367.486825
-6.0,60,367.655354
-6.0,60,368.14794
-6.0,60,368.331472
-6.0,60,368.504502
-6.0,60,368.680032
-6.0,60,369.167617
9.3,8,369.192121
-6.0,60,369.376153
-6.0,60,369.546182
-6.0,60,369.729214
3.8,45,370.183793
-6.0,60,370.382828
-6.0,60,370.584863
-6.0,60,370.779397
-6.0,60,370.976931
-6.0,60,371.471517
-6.0,60,371.679053
-6.0,60,371.877587
-6.0,60,372.088624
-6.9,60,372.58571
-6.0,60,372.776743
-6.0,60,372.982279
-6.0,60,373.165311
5.0,51,373.649895
5.8,43,373.79492
-6.0,60,373.978952
-6.0,60,374.174486
-6.0,60,374.36952
-12.3,60,374.846602
9.9,2,374.854104
-6.0,60,375.048637
-6.0,60,375.233669
-6.0,60,375.444706
10.0,1,375.449707
-7.8,60,375.933291
-6.0,60,376.118323
6.0,41,376.248346
-6.0,60,376.440379
6.0,41,376.565901
6.7,34,376.974472
-6.0,60,377.160504
-6.0,60,377.338035
-6.0,60,377.516066
-6.0,60,377.694097
-6.0,60,378.196684
-6.0,60,378.390218
9.8,3,378.401719
-6.0,60,378.584251
4.3,58,378.761282
-6.0,60,379.236364
-6.0,60,379.430897
-6.0,60,379.620431
-6.0,60,379.802962
-6.0,60,380.280045
-6.0,60,380.455076
-6.0,60,380.623605
-6.0,60,380.791134
-6.0,60,380.972165
-6.0,60,381.447248
-6.0,60,381.616277
-6.0,60,381.786307
-6.0,60,381.965838
7.8,23,382.336403
-6.0,60,382.516433
-6.0,60,382.685463
-6.0,60,382.860493
9.8,3,382.870995
-6.0,60,383.042525
-6.0,60,383.515107
-6.0,60,383.687137
-6.0,60,383.883171
10.0,1,383.887671
-6.0,60,384.060202
-6.0,60,384.540785
-6.0,60,384.713315
-6.0,60,384.894346
-6.0,60,385.080379
-6.0,60,385.55196
-6.0,60,385.72299
-6.0,60,385.89602
9.9,2,385.903522
-6.0,60,386.084553
-6.0,60,386.568137
-6.0,60,386.747168
-6.0,60,386.921198
-6.0,60,387.091727
-6.0,60,387.260257
-6.0,60,387.745341
-6.0,60,387.921371
-6.0,60,388.094902
-7.8,60,388.265931
-6.0,60,388.735013
-6.0,60,388.910043
-6.0,60,389.082073
-6.0,60,389.250602
-6.0,60,389.728186
-6.0,60,389.905216
-6.0,60,390.097749
-6.0,60,390.292783
-6.9,60,390.789869
-6.0,60,390.984403
-6.0,60,391.177437
-6.0,60,391.36697
-6.0,60,391.553502
-6.0,60,392.051588
-6.0,60,392.268626
9.3,8,392.29463
-6.0,60,392.472162
-6.0,60,392.658694
-6.0,60,393.162281
7.7,24,393.243295
-6.0,60,393.449331
-6.0,60,393.644865
-6.0,60,393.830897
-6.0,60,394.343987
-6.0,60,394.555023
-6.0,60,394.750557
-6.0,60,394.938089
-6.0,60,395.443677
-6.0,60,395.63221
-6.0,60,395.80824
-6.0,60,395.985271
-6.0,60,396.482857
-6.0,60,396.665389
-6.0,60,396.852421
-6.0,60,397.035953
-6.0,60,397.502534
-6.0,60,397.700069
-6.0,60,397.8796
-6.0,60,398.072133
-6.0,60,398.250664
-6.0,60,398.728247
-6.0,60,398.903778
-6.0,60,399.09331
-6.0,60,399.277343
-6.0,60,399.753425
-6.0,60,399.935457
-6.0,60,400.117488
-6.0,60,400.293519
-6.0,60,400.7651
-6.0,60,400.970636
-6.0,60,401.143166
-6.0,60,401.320197
-6.0,60,401.494227
-6.0,60,401.96981
-6.0,60,402.173345
-6.0,60,402.364378
-6.0,60,402.551911
-6.0,60,403.066
-6.0,60,403.24153
-6.0,60,403.423562
-6.0,60,403.592091
-6.0,60,404.063173
-6.0,60,404.244704
-6.0,60,404.418235
-6.0,60,404.598766
-6.0,60,405.067847
-6.9,60,405.239377
-6.0,60,405.410907
-6.9,60,405.588438
-6.0,60,405.755467
-6.0,60,406.23355
-6.0,60,406.416581
-6.0,60,406.589111
-6.0,60,406.765642
-6.0,60,407.233223
-6.0,60,407.417255
-6.0,60,407.602787
-6.0,60,407.799322
-6.0,60,408.302409
-6.0,60,408.48144
-6.0,60,408.65797
-6.0,60,408.835501
-6.0,60,409.326087
-6.0,60,409.506618
-6.0,60,409.68965
-6.0,60,409.863179
-6.0,60,410.031709
-6.0,60,410.522294
-6.0,60,410.709326
-6.0,60,410.897859
-6.0,60,411.085392
-6.0,60,411.598981
9.7,4,411.615984
-6.0,60,411.81752
-6.9,60,412.008052
-6.0,60,412.218088
-6.0,60,412.723676
-6.0,60,412.91921
-6.0,60,413.112743
-6.0,60,413.286274
-6.0,60,413.774359
9.5,6,413.797362
-6.0,60,413.987395
-6.0,60,414.167927
-6.0,60,414.35946
-6.0,60,414.549993
-6.0,60,415.057081
-6.0,60,415.253615
-6.0,60,415.436647
9.6,5,415.45715
9.5,6,415.476654
-6.0,60,415.657685
-6.0,60,416.14877
-6.0,60,416.334303
-6.9,60,416.519335
-6.0,60,416.709368
-6.0,60,417.196452
9.8,3,417.207955
-6.0,60,417.400488
-6.0,60,417.581019
-6.0,60,417.789555
-6.0,60,418.27864
-6.0,60,418.456671
-6.0,60,418.633202
5.5,46,418.778227
-6.0,60,418.977762
-6.0,60,419.467347
-6.0,60,419.647377
-6.0,60,419.83041
-6.0,60,420.013441
-6.0,60,420.495025
-6.0,60,420.679057
-6.0,60,420.849586
-6.0,60,421.023116
-6.0,60,421.500199
-6.0,60,421.671729
7.4,27,421.748742
-6.0,60,421.916772
-6.9,60,422.084801
-6.0,60,422.549881
-6.0,60,422.717911
7.0,31,422.806426
-6.0,60,422.979456
-6.0,60,423.147485
-6.0,60,423.622567
-6.0,60,423.794598
-6.0,60,423.965627
-6.0,60,424.136157
-6.0,60,424.61624
-6.0,60,424.805273
9.6,5,424.821276
-6.9,60,424.989305
-6.9,60,425.157334
10.0,1,425.161835
-6.0,60,425.637417
-6.0,60,425.815948
-6.0,60,425.985978
-6.9,60,426.180012
-6.0,60,426.644092
-6.0,60,426.819622
-6.0,60,426.992652
-6.0,60,427.170683
7.7,24,427.247697
-6.0,60,427.714278
-6.0,60,427.89881
-6.0,60,428.07134
7.5,26,428.145852
-6.0,60,428.312882
-6.0,60,428.777962
8.4,17,428.833972
-6.0,60,429.008002
-6.0,60,429.182032
-6.0,60,429.354562
-6.0,60,429.822143
-6.0,60,429.998174
-6.0,60,430.169204
-6.0,60,430.338733
-6.0,60,430.825318
-6.0,60,431.017851
-6.0,60,431.203383
-6.0,60,431.389416
9.6,5,431.409419
-6.0,60,431.592451
-6.0,60,432.100039
-6.0,60,432.289072
-6.0,60,432.479105
-6.0,60,432.674138
-6.0,60,433.174725
-6.0,60,433.37326
-6.0,60,433.562293
-6.0,60,433.751325
-6.9,60,434.259914
-6.0,60,434.466449
-6.0,60,434.70099
-6.0,60,434.908026
-6.0,60,435.402112
8.9,12,435.44562
-6.0,60,435.635652
-6.0,60,435.824685
9.7,4,435.840688
-6.0,60,436.033221
-6.0,60,436.516306
-6.0,60,436.708839
-6.0,60,436.903373
-6.0,60,437.089905
-6.0,60,437.275937
-6.0,60,437.767523
-6.0,60,437.961556
9.8,3,437.974058
-6.0,60,438.154589
-6.0,60,438.33212
-6.9,60,438.815704
-6.0,60,438.997736
-6.0,60,439.176267
-6.0,60,439.361298
-6.0,60,439.849384
8.0,21,439.920396
-6.0,60,440.102928
-6.0,60,440.29046
-6.0,60,440.485994
-6.0,60,440.971579
7.8,23,441.042591
-6.0,60,441.21062
-6.0,60,441.38465
9.5,6,441.407154
9.4,7,441.426657
-6.0,60,441.601188
-6.0,60,442.071269
-6.0,60,442.260802
-6.0,60,442.440834
-6.0,60,442.609863
-6.0,60,443.081445
-6.0,60,443.280979
-6.0,60,443.45701
-6.0,60,443.639541
-6.0,60,444.115124
-6.0,60,444.295156
-6.0,60,444.505692
-6.0,60,444.675721
-6.0,60,444.851252
-6.0,60,445.345838
-6.0,60,445.518368
-6.0,60,445.688397
-6.0,60,445.861928
-6.0,60,446.330008
-6.0,60,446.505039
-6.0,60,446.674068
-6.0,60,446.854099
9.8,3,446.866602
-8.7,60,447.336183
-6.0,60,447.511214
-6.0,60,447.678742
-6.0,60,447.848772
-6.0,60,448.327356
-6.0,60,448.514888
-6.0,60,448.682417
-6.0,60,448.850946
-6.0,60,449.021976
-6.9,60,449.495558
-6.0,60,449.663587
-6.0,60,449.833116
-6.9,60,450.004146
-6.0,60,450.474228
-6.0,60,450.646758
-6.0,60,450.814787
-6.0,60,450.993818
-6.0,60,451.513408
-6.0,60,451.716443
-6.0,60,451.912977
-6.0,60,452.112012
-6.0,60,452.619099
-6.0,60,452.797131
-6.0,60,452.980663
-6.0,60,453.170195
-6.0,60,453.357728
-6.0,60,453.862816
-6.0,60,454.053349
-6.0,60,454.252383
-6.0,60,454.457419
-6.0,60,454.945004
-6.0,60,455.134537
-6.0,60,455.33007
-6.0,60,455.519603
-6.0,60,456.029692
-6.0,60,456.234227
-6.0,60,456.416259
-6.0,60,456.591289
-6.0,60,457.085875
-6.0,60,457.279409
10.0,1,457.28491
-6.0,60,457.464941
-6.0,60,457.651473
-6.0,60,457.839506
-6.0,60,458.326091
-6.0,60,458.506622
8.0,21,458.577634
-6.0,60,458.758165
-6.0,60,458.937196
-6.0,60,459.41928
-6.0,60,459.605313
-6.0,60,459.782343
-6.0,60,459.99538
-6.0,60,460.483965
-6.0,60,460.661495
-6.0,60,460.843027
-6.0,60,461.025059
-6.0,60,461.512644
-6.0,60,461.690174
-6.0,60,461.871706
10.0,1,461.877707
-6.0,60,462.062239
-6.0,60,462.53282
-6.0,60,462.714852
-6.0,60,462.883882
-6.0,60,463.056911
-6.0,60,463.228441
-6.0,60,463.711525
-6.0,60,463.880554
9.8,3,463.891056
-6.0,60,464.062586
-6.0,60,464.231115
9.6,5,464.247118
-6.0,60,464.722201
-6.0,60,464.902732
-6.0,60,465.087264
-6.0,60,465.272796
-6.0,60,465.782885
-6.9,60,465.970417
-6.0,60,466.157949
-8.7,60,466.336481
-6.0,60,466.806562
-6.0,60,466.986093
-6.0,60,467.158124
-6.0,60,467.326652
-6.0,60,467.503683
-6.0,60,467.976765
-6.0,60,468.151296
-6.0,60,468.362332
-6.0,60,468.535862
-6.0,60,469.011945
-6.0,60,469.184475
-6.0,60,469.355505
-6.0,60,469.540537
-6.0,60,470.010814
-6.0,60,470.184649
-6.0,60,470.36568
-6.0,60,470.550212
-6.0,60,471.049799
-6.0,60,471.23333
-6.0,60,471.426364
8.2,19,471.483374
9.3,8,471.507878
-6.0,60,471.687409
-6.9,60,472.189498
-6.0,60,472.386031
-6.0,60,472.581064
-6.0,60,472.757095
-6.0,60,473.24918
-6.0,60,473.428712
-6.9,60,473.610743
-7.8,60,473.802776
6.8,33,473.913796
9.8,3,473.924798
-6.0,60,474.429885
7.2,29,474.5159
-6.0,60,474.68593
-6.0,60,474.864961
-6.0,60,475.057994
-6.0,60,475.547079
-6.0,60,475.729111
-6.0,60,475.927645
-6.0,60,476.12868
-6.0,60,476.629767
-6.0,60,476.809798
-6.0,60,477.012834
-6.0,60,477.193865
-6.0,60,477.698453
-6.0,60,477.884485
-6.0,60,478.078019
-7.8,60,478.272052
-6.0,60,478.467586
-6.0,60,478.985176
-6.0,60,479.169708
-6.0,60,479.359241
6.8,33,479.47126
-6.0,60,479.969346
8.5,16,480.032858
9.4,7,480.055861
-6.0,60,480.242394
-6.0,60,480.428926
-6.0,60,480.605957
-6.0,60,481.093042
-6.0,60,481.280074
-6.0,60,481.462106
-6.0,60,481.643637
-6.0,60,481.818667
-6.0,60,482.29325
-6.0,60,482.480282
-6.0,60,482.652812
10.0,1,482.657313
-6.0,60,482.832844
-6.0,60,483.309926
-6.0,60,483.485457
7.3,28,483.565471
-6.0,60,483.7345
-6.0,60,483.90803
-6.0,60,484.386113
-6.0,60,484.559143
-6.0,60,484.733674
-6.0,60,484.903703
9.8,3,484.915705
-6.0,60,485.386787
-6.0,60,485.585321
-6.0,60,485.756851
-6.0,60,485.931381
-6.0,60,486.404963
-6.0,60,486.589495
-6.0,60,486.771027
-6.0,60,486.942057
-6.0,60,487.416639
-6.0,60,487.589169
-6.0,60,487.7652
-6.0,60,487.93723
-6.0,60,488.116261
-6.0,60,488.593843
-6.0,60,488.763873
-6.0,60,488.933903
8.6,15,488.980411
-6.0,60,489.14944
-6.0,60,489.617521
-6.0,60,489.802553
-6.0,60,489.974584
-6.0,60,490.146112
-6.0,60,490.632197
3.3,59,490.797726
-6.0,60,490.968256
-6.0,60,491.139285
-6.9,60,491.613368
-7.8,60,491.812902
-6.0,60,492.039941
-6.0,60,492.227474
-6.0,60,492.734562
8.9,12,492.774069
-6.0,60,492.967102
-6.0,60,493.158136
-6.0,60,493.350169
-6.0,60,493.556705
-6.0,60,494.093798
-6.0,60,494.303334
-6.0,60,494.495368
-6.0,60,494.699903
-6.0,60,495.224994
-6.9,60,495.404526
-6.0,60,495.589057
-6.0,60,495.786098
4.0,52,496.268675
-6.0,60,496.460209
-6.0,60,496.669245
-6.0,60,496.848776
-6.0,60,497.33136
-6.0,60,497.516392
-6.0,60,497.694423
-6.0,60,497.879455
-6.0,60,498.067487
-6.0,60,498.565574
-6.0,60,498.753107
-6.0,60,498.936638
-6.9,60,499.124171
8.8,13,499.166178
-6.9,60,499.63576
-6.0,60,499.81179
-6.0,60,500.006824
-6.0,60,500.191356
-6.0,60,500.676441
6.5,36,500.778458
-6.0,60,500.966991
-6.0,60,501.152023
-8.7,60,501.338555
-6.0,60,501.832641
-6.0,60,502.014673
-6.0,60,502.186202
-6.0,60,502.364734
-6.0,60,502.86282
-6.0,60,503.03835
-6.0,60,503.20988
-6.0,60,503.38091
-6.0,60,503.867494
-6.0,60,504.040524
-6.0,60,504.217055
-6.0,60,504.397086
-6.0,60,504.572616
-6.0,60,505.045699
-6.0,60,505.216729
-6.0,60,505.391259
-6.0,60,505.564289
-6.0,60,506.036871
-6.0,60,506.2049
-6.0,60,506.373929
-6.0,60,506.544959
-6.0,60,507.01054
-6.0,60,507.18257
-6.0,60,507.351099
-6.0,60,507.524129
-6.0,60,507.996211
-6.0,60,508.172741
-6.0,60,508.34127
-6.0,60,508.518301
-6.9,60,508.691831
-6.0,60,509.155412
-6.0,60,509.327442
-6.0,60,509.500972
8.4,17,509.550481
-6.0,60,509.717009
-6.0,60,510.18059
-6.9,60,510.35562
-6.0,60,510.52815
-6.0,60,510.721184
-6.0,60,511.191765
-6.0,60,511.359794
-6.0,60,511.532324
-6.0,60,511.706855
-6.9,60,512.19344
-6.0,60,512.386473
8.4,17,512.443483
-6.9,60,512.630015
-6.9,60,512.816547
-6.0,60,513.314133
-6.0,60,513.518169
-6.0,60,513.703201
-6.0,60,513.905736
-6.0,60,514.39132
8.9,12,514.428827
-6.9,60,514.622861
-6.0,60,514.818895
9.1,10,514.8484
-6.0,60,515.01793
-6.0,60,515.509015
-6.0,60,515.71055
8.5,16,515.762558
9.8,3,515.77356
-6.0,60,515.972595
-6.0,60,516.169629
-6.0,60,516.678217
-6.0,60,516.870751
-6.0,60,517.082788
-6.9,60,517.266819
-6.0,60,517.740402
-6.0,60,517.921933
-6.0,60,518.107466
-6.9,60,518.299499
-6.0,60,518.480531
-6.0,60,518.973616
-6.0,60,519.161148
10.0,1,519.16765
-6.0,60,519.380187
-6.0,60,519.564218
7.9,22,519.639232
-6.0,60,520.122815
-6.0,60,520.302347
-6.0,60,520.482878
-6.0,60,520.687913
-6.0,60,521.180499
-6.0,60,521.371032
-6.0,60,521.552063
-6.0,60,521.747597
-6.0,60,522.237182
-6.0,60,522.422214
-6.0,60,522.601245
-6.0,60,522.769275
7.3,28,522.848289
-6.0,60,523.32087
-6.0,60,523.489399
-6.0,60,523.682933
-6.0,60,523.860964
-6.0,60,524.334546
-6.9,60,524.516578
8.1,20,524.574088
-6.9,60,524.75862
-6.0,60,524.92965
-6.0,60,525.398231
-6.0,60,525.573761
-6.9,60,525.744291
3.2,60,525.915821
-6.0,60,526.378901
7.1,30,526.471418
-6.0,60,526.649948
-6.0,60,526.824478
-6.0,60,526.993508
-6.9,60,527.46959
-6.0,60,527.648621
-6.0,60,527.841655
-6.0,60,528.028187
-6.0,60,528.523773
9.3,8,528.550778
-6.0,60,528.744812
-7.8,60,528.950848
-6.0,60,529.143881
-6.0,60,529.316411
7.7,24,529.685475
-6.0,60,529.862506
-6.0,60,530.034035
-7.8,60,530.209566
-7.8,60,530.676647
-6.0,60,530.857178
6.0,41,530.973198
-6.0,60,531.142228
-6.9,60,531.314758
-6.0,60,531.796841
-6.0,60,531.964871
-7.8,60,532.140401
-6.0,60,532.30893
-6.0,60,532.804016
-6.0,60,533.011052
-6.9,60,533.198085
-6.0,60,533.392118
-6.0,60,533.583152
-6.0,60,534.102741
-6.0,60,534.293775
-6.0,60,534.485308
-6.0,60,534.684343
-6.0,60,535.18693
-6.0,60,535.369962
-6.0,60,535.568496
-6.0,60,535.749527
-6.0,60,536.250614
-6.0,60,536.476654
-6.0,60,536.675188
-6.9,60,536.851219
-6.0,60,537.335803
-6.0,60,537.546839
-6.0,60,537.728871
-6.0,60,537.916404
-6.0,60,538.110437
-6.0,60,538.593521
-6.0,60,538.766051
-6.0,60,538.949583
-6.0,60,539.141116
-6.0,60,539.6267
-6.0,60,539.817233
-6.0,60,540.003766
-6.9,60,540.1993
-6.0,60,540.694886
-6.0,60,540.871416
-6.0,60,541.06845
-6.0,60,541.248482
-6.9,60,541.732066
-6.0,60,541.919598
-6.0,60,542.095629
-6.9,60,542.27816
-6.0,60,542.463192
-6.0,60,542.946776
-6.0,60,543.123307
-6.0,60,543.293837
-6.0,60,543.476368
-6.0,60,543.963453
-6.0,60,544.139984
-6.0,60,544.313514
-6.0,60,544.486044
-6.0,60,544.984131
-6.0,60,545.170162
-6.0,60,545.343693
-6.0,60,545.515222
-6.0,60,545.991305
-6.0,60,546.172336
-6.0,60,546.340365
-6.0,60,546.515896
-6.0,60,546.687426
-6.0,60,547.158507
4.1,60,547.334038
-6.0,60,547.504068
-6.0,60,547.675597
-6.0,60,548.145179
-6.0,60,548.313208
-6.0,60,548.484237
8.5,16,548.531746
-6.0,60,548.706776
